Desc	Family ID	GCA_000442015.1_Rozella_k41_t100_protein.faa	GCA_001574975.1_Ganpr1_protein.faa	GCA_001875675.1_ASM187567v1_protein.faa	GCA_002794465.1_KSL3_v6_protein.faa	GCA_023515795.1_ASM2351579v1_protein.faa	GCA_027571585.1_ASM2757158v1_protein.faa	GCA_027604705.1_ASM2760470v1_protein.faa	GCF_000002865.3_V1.0_protein.faa	GCF_000002945.1_ASM294v2_protein.faa	GCF_000011425.1_ASM1142v1_protein.faa	GCF_000146045.2_R64_protein.faa	GCF_000151315.2_C_owczarzaki_V2_protein.faa	GCF_000182565.1_S_punctatus_V1_protein.faa	GCF_000388065.1_Font_alba_ATCC_38817_V2_protein.faa	GCF_000760515.2_UGP1.1_protein.faa
(null)	family3106	0	2	0	0	1	0	0	0	0	1	0	0	2	0	0
(null)	family3107	0	2	0	0	1	0	0	0	0	1	0	0	2	0	0
(null)	family3108	0	2	0	0	0	0	2	0	0	1	0	0	1	0	0
(null)	family3109	0	0	0	0	1	0	0	1	1	0	0	0	3	0	0
(null)	family3110	0	3	0	1	1	0	0	0	0	0	0	0	1	0	0
(null)	family3111	0	1	0	0	0	0	0	1	0	3	0	1	0	0	0
(null)	family3112	0	1	0	0	0	0	0	0	0	3	0	1	1	0	0
(null)	family3113	0	3	0	0	0	0	0	0	0	1	0	1	1	0	0
(null)	family3114	0	2	0	0	0	0	0	0	0	2	0	0	1	1	0
(null)	family3115	0	0	0	0	0	0	0	1	0	3	0	1	1	0	0
(null)	family3116	0	0	0	0	0	0	1	0	0	1	1	0	3	0	0
(null)	family3117	0	0	0	0	1	0	0	0	2	1	2	0	0	0	0
(null)	family3118	0	2	0	0	0	0	0	0	1	2	0	0	1	0	0
(null)	family3119	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0
(null)	family3120	0	3	0	0	0	0	0	1	0	1	0	0	1	0	0
(null)	family3121	0	2	0	0	0	0	0	0	0	2	0	1	1	0	0
(null)	family3122	1	2	0	1	0	0	0	0	0	0	0	0	2	0	0
(null)	family3123	0	2	0	0	1	0	2	0	0	0	0	0	1	0	0
(null)	family3124	0	1	0	0	0	0	2	0	0	0	0	0	2	0	1
(null)	family3125	0	2	0	0	0	0	0	0	0	2	0	1	1	0	0
(null)	family3126	0	1	0	0	0	0	2	0	0	0	0	0	2	1	0
(null)	family3127	0	1	0	0	0	0	3	0	0	1	0	0	1	0	0
(null)	family3128	0	2	0	0	0	0	1	0	0	2	0	0	1	0	0
(null)	family3129	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0
(null)	family3130	0	2	0	0	2	0	0	1	0	0	0	0	0	1	0
(null)	family3131	0	1	0	0	0	0	2	0	0	1	0	0	2	0	0
(null)	family3132	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0
(null)	family3133	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0
(null)	family3134	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0
(null)	family3135	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0
(null)	family3136	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0
(null)	family3137	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0
(null)	family3138	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0
(null)	family3139	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0
(null)	family3140	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0
(null)	family3141	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0
(null)	family3142	0	1	0	0	0	0	0	0	0	1	0	1	2	0	0
(null)	family3143	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2
(null)	family3144	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0
(null)	family3145	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0
(null)	family3146	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1
(null)	family3147	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0
(null)	family3148	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0
(null)	family3149	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0
(null)	family3150	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3151	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0
(null)	family3152	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0
(null)	family3153	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3154	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0
(null)	family3155	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2
(null)	family3156	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0
(null)	family3157	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0
(null)	family3158	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0
(null)	family3159	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0
(null)	family3160	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1
(null)	family3161	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	family3162	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1
(null)	family3163	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0
(null)	family3164	1	0	0	0	1	0	2	0	0	0	0	0	1	0	0
(null)	family3165	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0
(null)	family3166	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0
(null)	family3167	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0
(null)	family3168	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1
(null)	family3169	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0
(null)	family3170	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0
(null)	family3171	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0
(null)	family3172	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0
(null)	family3173	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0
(null)	family3174	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0
(null)	family3175	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0
(null)	family3176	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0
(null)	family3177	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0
(null)	family3178	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0
(null)	family3179	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0
(null)	family3180	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0
(null)	family3181	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0
(null)	family3182	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0
(null)	family3183	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0
(null)	family3184	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0
(null)	family3185	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
(null)	family3186	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
(null)	family3187	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1
(null)	family3188	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
(null)	family3189	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
(null)	family3190	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
(null)	family3191	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0
(null)	family3192	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0
(null)	family3193	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0
(null)	family3194	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0
(null)	family3195	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
(null)	family3196	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0
(null)	family3197	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0
(null)	family3198	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0
(null)	family3199	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0
(null)	family3200	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0
(null)	family3201	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0
(null)	family3202	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0
(null)	family3203	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0
(null)	family3204	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0
(null)	family3205	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0
(null)	family3206	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0
(null)	family3207	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0
(null)	family3208	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0
(null)	family3209	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0
(null)	family3210	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0
(null)	family3211	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0
(null)	family3212	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0
(null)	family3213	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3214	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0
(null)	family3215	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0
(null)	family3216	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0
(null)	family3217	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0
(null)	family3218	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0
(null)	family3219	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0
(null)	family3220	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0
(null)	family3221	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0
(null)	family3222	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3223	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3224	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3225	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0
(null)	family3226	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
(null)	family3227	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0
(null)	family3228	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3229	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3230	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3231	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3232	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0
(null)	family3233	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0
(null)	family3234	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0
(null)	family3235	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0
(null)	family3236	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3237	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3238	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3239	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0
(null)	family3240	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3241	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0
(null)	family3242	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0
(null)	family3243	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0
(null)	family3244	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0
(null)	family3245	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0
(null)	family3246	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	family3247	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3248	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3249	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3250	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0
(null)	family3251	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3252	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0
(null)	family3253	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3254	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0
(null)	family3255	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3256	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3257	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0
(null)	family3258	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3259	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3260	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0
(null)	family3261	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
(null)	family3262	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3263	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0
(null)	family3264	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3265	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3266	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3267	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3268	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3269	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3270	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3271	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	family3272	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3273	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3274	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3275	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3276	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3277	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	family3278	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3279	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3280	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3281	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3282	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1
(null)	family3283	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3284	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
(null)	family3285	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0
(null)	family3286	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3287	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
(null)	family3288	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3289	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3290	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0
(null)	family3291	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1
(null)	family3292	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3293	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3294	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
(null)	family3295	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0
(null)	family3296	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
(null)	family3297	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0
(null)	family3298	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
(null)	family3299	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0
(null)	family3300	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
(null)	family3301	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0
(null)	family3302	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0
(null)	family3303	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0
(null)	family3304	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0
(null)	family3305	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0
(null)	family3306	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0
(null)	family3307	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0
(null)	family3308	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0
(null)	family3309	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0
(null)	family3310	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0
(null)	family3311	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1
(null)	family3312	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3313	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3314	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0
(null)	family3315	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3316	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0
(null)	family3317	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0
(null)	family3318	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3319	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0
(null)	family3320	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0
(null)	family3321	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3322	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3323	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0
(null)	family3324	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3325	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0
(null)	family3326	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3327	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0
(null)	family3328	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0
(null)	family3329	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3330	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3331	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0
(null)	family3332	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3333	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0
(null)	family3334	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0
(null)	family3335	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0
(null)	family3336	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3337	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0
(null)	family3338	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3339	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0
(null)	family3340	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	family3341	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3342	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3343	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3344	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3345	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
(null)	family3346	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3347	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
(null)	family3348	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1
(null)	family3349	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0
(null)	family3350	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
(null)	family3351	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3352	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family3353	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3354	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0
(null)	family3355	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3356	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3357	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0
(null)	family3358	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3359	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1
(null)	family3360	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3361	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
(null)	family3362	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
(null)	family3363	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
(null)	family3364	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
(null)	family3365	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1
(null)	family3366	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0
(null)	family3367	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
(null)	family3368	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
(null)	family3369	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
(null)	family3370	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
(null)	family3371	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
(null)	family3372	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0
(null)	family3373	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
(null)	family3374	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
(null)	family3375	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0
(null)	family3376	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
(null)	family3377	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0
(null)	family3378	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0
(null)	family3379	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0
(null)	family3380	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0
(null)	family3381	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0
(null)	family3382	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0
(null)	family3383	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0
(null)	family3384	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0
(null)	family3385	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0
(null)	family3386	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0
(null)	family3387	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0
(null)	family3388	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0
(null)	family3389	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0
(null)	family3390	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0
(null)	family3391	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1
(null)	family3392	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0
(null)	family3393	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0
(null)	family3394	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0
(null)	family3395	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
(null)	family3396	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0
(null)	family3397	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0
(null)	family3398	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0
(null)	family3399	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0
(null)	family3400	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0
(null)	family3401	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3402	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0
(null)	family3403	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0
(null)	family3404	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0
(null)	family3405	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3406	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3407	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0
(null)	family3408	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0
(null)	family3409	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0
(null)	family3410	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3411	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3412	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0
(null)	family3413	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0
(null)	family3414	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3415	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	family3416	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0
(null)	family3417	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3418	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3419	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0
(null)	family3420	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0
(null)	family3421	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3422	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3423	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0
(null)	family3424	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3425	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3426	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0
(null)	family3427	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0
(null)	family3428	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0
(null)	family3429	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3430	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0
(null)	family3431	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0
(null)	family3432	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3433	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3434	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0
(null)	family3435	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3436	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3437	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3438	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0
(null)	family3439	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
(null)	family3440	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0
(null)	family3441	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0
(null)	family3442	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3443	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3444	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3445	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0
(null)	family3446	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0
(null)	family3447	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0
(null)	family3448	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0
(null)	family3449	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3450	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3451	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
(null)	family3452	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	family3453	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3454	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3455	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3456	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3457	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
(null)	family3458	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1
(null)	family3459	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0
(null)	family3460	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
(null)	family3461	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0
(null)	family3462	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0
(null)	family3463	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0
