FamilyID	GCA_027604705.1_ASM2760470v1_protein.faa<1>	GCA_001574975.1_Ganpr1_protein.faa<2>	GCF_000182565.1_S_punctatus_V1_protein.faa<3>	GCF_000002945.1_ASM294v2_protein.faa<4>	GCF_000146045.2_R64_protein.faa<5>	GCF_000011425.1_ASM1142v1_protein.faa<6>	GCA_023515795.1_ASM2351579v1_protein.faa<7>	GCA_001875675.1_ASM187567v1_protein.faa<8>	GCA_027571585.1_ASM2757158v1_protein.faa<9>	GCA_002794465.1_KSL3_v6_protein.faa<10>	GCF_000760515.2_UGP1.1_protein.faa<11>	GCA_000442015.1_Rozella_k41_t100_protein.faa<12>	GCF_000388065.1_Font_alba_ATCC_38817_V2_protein.faa<13>	GCF_000002865.3_V1.0_protein.faa<14>	GCF_000151315.2_C_owczarzaki_V2_protein.faa<15>	<16>	<17>	<18>	<19>	<20>	<21>	<22>	<23>	<24>	<25>	<26>	<27>	<28>
family462	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family463	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family464	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family465	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family467	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family468	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family469	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family470	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family471	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family472	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family473	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family474	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family475	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family476	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family477	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family478	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family479	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family480	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family481	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family482	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family483	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family484	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family485	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family486	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family487	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family488	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family489	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family490	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family491	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family492	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family493	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family494	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family495	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family496	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family497	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family498	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family499	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family500	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family501	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family503	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family504	24	25	26	12	17	19	20	0	0	10	11	16	13	16	24	18	18	19	19	21	19	17	17	16	13	10	4	18
family505	8	16	9	6	14	21	4	0	0	2	2	3	1	6	8	6	6	7	7	8	7	8	12	3	2	2	1	6
family506	0	6	6	6	5	3	4	4	3	0	3	1	3	4	6	4	4	4	4	5	4	4	4	3	3	3	3	4
family507	4	6	6	3	6	6	5	0	0	2	1	2	2	3	4	3	3	4	5	5	5	5	5	2	2	2	1	3
family508	3	9	3	1	2	16	3	0	0	1	2	2	1	2	4	3	3	3	3	3	3	3	3	2	2	1	0	3
family509	4	6	7	2	3	3	4	3	0	0	2	3	4	4	1	3	3	4	4	5	4	3	3	3	2	2	2	3
family510	7	7	6	2	3	2	4	0	0	1	1	4	2	3	3	3	3	4	4	5	4	3	3	3	1	1	0	3
family511	3	3	6	1	3	3	4	1	0	1	0	3	6	4	6	4	3	3	3	3	3	3	3	3	1	1	1	4
family512	4	4	4	4	4	3	2	1	0	0	1	2	2	6	5	4	4	4	4	4	4	4	4	2	1	1	1	4
family513	2	8	5	3	2	4	4	1	0	1	1	0	2	4	4	3	3	3	3	4	3	3	3	1	1	1	1	3
family514	1	4	4	4	5	9	2	0	1	2	0	2	1	4	1	2	2	2	3	3	3	4	5	2	2	2	1	2
family516	6	4	6	1	3	4	3	0	0	3	1	3	1	1	4	3	3	3	3	4	3	3	3	3	3	3	1	3
family517	4	4	3	3	5	3	3	0	0	2	3	2	3	2	1	2	2	3	3	3	3	3	3	2	2	2	1	2
family518	3	2	3	2	2	3	3	0	0	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	1	3
family519	1	3	4	2	2	5	3	1	0	1	0	3	1	4	4	3	3	3	3	3	3	3	3	3	1	1	1	3
family520	3	4	4	2	2	3	2	0	0	1	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	1	0	3
family522	4	3	3	2	2	2	2	0	1	0	2	2	3	1	3	2	2	2	2	2	2	2	2	2	2	1	1	2
family523	2	2	2	2	3	3	2	0	1	2	0	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2
family524	3	3	3	2	3	3	3	0	0	1	1	1	1	2	2	2	2	3	3	3	3	3	3	1	1	1	0	2
family525	2	3	2	3	3	3	2	0	0	1	1	1	2	2	3	2	2	2	2	2	2	3	3	1	1	1	0	2
family526	2	3	3	3	3	3	2	0	0	2	1	1	1	2	2	2	2	2	2	2	2	3	3	1	1	1	0	2
family527	2	4	4	1	1	1	3	0	0	2	1	1	2	2	1	2	2	2	2	3	2	1	1	1	1	1	0	2
family529	2	2	3	2	2	0	2	2	1	1	0	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2
family530	3	2	3	1	2	0	2	3	0	1	1	2	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2
family531	3	3	2	2	3	3	1	0	1	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2
family532	2	2	2	2	2	2	2	0	0	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2
family533	3	4	2	1	1	1	1	0	0	1	1	1	4	1	2	2	2	2	2	2	1	1	1	1	1	1	0	2
family534	2	2	2	2	2	2	2	0	0	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2
family535	2	1	2	2	1	2	2	1	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2
family536	2	2	2	2	1	2	2	0	0	1	1	1	1	2	3	2	2	2	2	2	2	2	2	1	1	1	0	2
family537	2	2	2	2	2	2	2	0	1	2	2	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1
family538	2	2	1	2	2	2	1	0	0	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	0	2
family539	2	4	2	1	1	1	2	0	1	1	1	1	2	0	2	2	2	2	2	2	2	1	1	1	1	1	1	2
family540	2	3	2	1	1	1	1	0	0	2	1	2	2	1	2	2	2	2	2	2	1	1	1	2	2	2	1	2
family541	2	1	2	1	2	2	2	1	0	2	0	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2
family542	1	3	1	1	1	2	2	3	0	2	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family543	2	2	2	1	2	3	1	0	0	1	1	1	2	1	2	2	2	2	2	2	2	2	2	1	1	1	0	2
family544	2	2	2	1	2	3	1	1	0	2	1	0	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1
family545	2	1	3	3	2	1	1	0	1	1	1	0	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2
family546	3	1	1	1	2	1	2	1	1	1	0	1	2	0	3	1	1	1	1	1	1	1	1	1	1	1	1	1
family547	2	2	2	1	1	2	3	0	0	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	0	2
family548	2	2	4	1	1	2	1	0	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
family549	2	2	1	2	1	2	2	0	0	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	0	2
family550	2	1	2	2	2	2	1	0	0	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	0	1
family551	2	2	2	1	1	1	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2
family552	2	4	2	1	1	1	1	0	0	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	0	1
family554	1	1	2	1	1	4	1	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family555	1	1	2	1	1	1	2	0	0	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1
family556	1	1	1	1	1	1	2	0	0	1	1	2	1	2	3	2	1	1	1	1	1	1	1	1	1	1	0	2
family557	2	2	1	3	2	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1
family559	0	2	4	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
family561	1	2	2	1	1	1	1	1	0	0	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2
family562	2	3	1	1	2	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family563	2	1	2	2	1	1	1	1	0	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family564	1	1	1	2	2	2	1	1	1	1	0	2	1	0	1	1	1	1	1	1	1	2	2	1	1	1	1	1
family565	2	2	2	1	1	1	1	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family567	1	1	1	2	2	1	0	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
family568	1	0	1	2	2	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family569	1	1	2	2	2	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family570	2	0	1	2	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family571	1	1	2	1	3	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family572	2	1	1	1	2	1	1	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family573	1	2	0	2	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family574	2	1	1	1	1	1	2	1	0	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
family576	1	1	1	1	1	1	2	0	0	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	0	2
family577	1	2	1	1	1	3	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family578	1	1	2	1	1	1	1	1	0	0	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family580	1	2	1	1	1	1	1	0	0	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1
family581	2	2	1	1	1	1	1	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family582	0	1	2	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family583	1	1	1	1	2	1	0	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family584	1	1	1	2	2	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family585	2	1	1	1	1	1	1	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family586	1	1	1	2	2	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family587	1	1	2	1	2	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
family588	1	1	1	2	2	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family589	2	1	1	1	2	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family590	0	1	1	2	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family591	3	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family592	1	2	1	1	1	1	1	0	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family593	1	1	1	1	2	1	1	1	1	0	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family594	1	1	1	1	1	1	1	1	0	1	0	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2
family595	2	1	1	1	1	1	1	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family596	1	1	2	1	1	1	2	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family597	2	1	2	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family599	1	2	1	1	2	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family600	1	1	1	2	2	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family601	1	1	1	1	3	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family602	0	1	1	0	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family603	2	0	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family604	2	1	1	1	1	1	1	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family605	1	1	2	1	0	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family606	1	1	2	1	1	1	1	1	0	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family607	1	1	2	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family609	1	1	2	1	1	1	1	1	0	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family610	1	1	1	1	2	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family611	1	1	1	1	2	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family612	1	1	2	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family613	1	1	1	1	2	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family614	1	1	1	1	1	1	1	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family615	1	1	1	2	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family616	1	2	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family617	1	1	1	1	2	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family618	1	1	1	2	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family619	1	1	1	1	2	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family620	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family621	1	1	1	1	1	0	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family622	1	1	1	1	1	1	1	0	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
family623	2	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family624	1	1	1	1	1	1	1	1	0	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family625	1	0	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family626	1	1	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family627	1	1	1	1	1	1	1	0	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1
family628	1	1	1	1	1	1	1	1	0	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family629	1	2	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family630	1	1	1	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family631	1	2	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family632	1	1	1	1	1	0	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family633	2	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family635	1	1	1	1	1	1	1	0	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
family636	2	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family637	1	1	1	1	2	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family638	1	1	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family639	2	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family640	1	1	1	1	1	1	0	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family641	1	1	1	1	1	1	1	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family642	1	1	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family644	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family645	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family646	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family647	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family648	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family649	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family650	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family651	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family652	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family653	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family655	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family656	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family657	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family658	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family659	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family661	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family662	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family663	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
family665	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family666	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family667	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family668	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family669	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family670	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family671	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family672	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family673	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family674	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family675	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family676	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family677	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family678	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family679	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family680	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family681	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family682	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family683	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family684	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family685	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family686	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family687	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family688	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family689	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family690	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family691	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family692	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family693	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family694	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family696	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family697	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family698	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family699	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family700	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family701	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family702	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family703	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family704	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
family705	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
family706	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family707	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family708	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family709	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
